标题,发布日期,作者,是否原创,所属合集,摘要,原文链接
桌游 | 天黑请闭眼,2019-11-12 20:30,北京同志中心,原创,,天黑请闭眼，狼人请睁眼~,https://mp.weixin.qq.com/s/khsfyyVO8sjsB5bLV261Ug
活动 | Glee LGBT+故事线精讲课程 - 第六期,2019-11-11 20:57,北京同志中心,原创,,校园青春歌舞剧+超有趣英语课等你来参加！,https://mp.weixin.qq.com/s/_3Tyj1IxUHe69Zfkw67cRA
滴滴试运营规则撩起了我的一点回忆,2019-11-11 20:57,刘小远子,原创,,关于一个晚上，一间厕所，一场脱口秀,https://mp.weixin.qq.com/s/qcg4GLtDmTlcLdoCjDENqQ
第二期志愿者基础培训圆满结束,2019-11-10 21:39,北京同志中心,,,第二期培训圆满结束啦！,https://mp.weixin.qq.com/s/sMgpJMHQXdGKda8D21Ppmg
北同心理—咨询师团队介绍,2019-11-09 20:30,北京同志中心,,,这里的咨询师最懂你！,https://mp.weixin.qq.com/s/UbRHFb82MTZmCiCX1CBsNg
招聘 | 心理部门培训项目专员,2019-11-09 20:30,北京同志中心,原创,,Let's Get Better Together!,https://mp.weixin.qq.com/s/oNYAngD28hDOVIXrYq9KPg
为了被别人认同，你会放弃做自己吗？,2019-11-08 21:22,北京同志中心,,,关于《艾迪的告别》的一切~,https://mp.weixin.qq.com/s/5Oz8u_3oXVg-_KNxpVUZ-A
社群发展实习生招募,2019-11-08 21:22,北京同志中心,,,你就是社群名媛,https://mp.weixin.qq.com/s/wIRkQdX5vdK3HNWRYUkJ8g
民法典同性婚姻拼量动员,2019-11-07 20:30,爱成家,,,我们要在一个月内寄EMS超过1万封，和其他社群一起给民法典婚姻家庭编三审稿提交意见人数超过5万人，意见条数超过10万条！,https://mp.weixin.qq.com/s/cC1WNOnFIovmVIoo5FQY2A
正念团体招募 | 剥离过去的忧伤和未来的焦虑，还原真实的当下,2019-11-07 20:30,北京同志中心,原创,,正念团体招募,https://mp.weixin.qq.com/s/sbNzrVXdd9Kto5VBIeKYIg
科普 | 从《姿态》看voguing简史（上）,2019-11-06 22:26,北京同志中心,原创,,The category is Live! Work! Pose!,https://mp.weixin.qq.com/s/DOidhe8Qyr46uDs9EnOB5g
科普 | 从《姿态》看voguing简史（下）,2019-11-06 22:26,北京同志中心,原创,,The category is Live! Work! Pose!,https://mp.weixin.qq.com/s/A5KNhN_BuvUq1sx6IoVz9w
10月Newsletter | 北同10月都做了什么,2019-11-05 20:30,北京同志中心,,,北同10月都做了什么？,https://mp.weixin.qq.com/s/WDaPNWUE__0YURt1-zHfTg
活动 | LGBT美剧课第三季进行中,2019-11-04 21:41,北京同志中心,原创,,适合社群的美剧英语课来了,https://mp.weixin.qq.com/s/C4XZDGEnFg2-e7Z7lexjGA
志愿者newsletter | 10月志愿者干了啥,2019-11-04 21:41,北京同志中心,原创,,请查收十月的志愿者newsletter！,https://mp.weixin.qq.com/s/BVNwqtONvfPzW1BQwIGyQg
拉拉扯扯 | 如何优雅地甩掉前任？,2019-11-03 20:00,北京同志中心,原创,,欢迎携现任一起参加hhhhhhh,https://mp.weixin.qq.com/s/lbeSUm6bHaYoFGMHINaZKA
我只想做一个普通的女同性恋 （3）| 圆人故事,2019-11-01 20:30,Sayoko,,,,https://mp.weixin.qq.com/s/G_ZAjGzzTkv15vudfeIJ5g
项目运营实习生招募,2019-11-01 20:30,北京同志中心,,,北同项目运营实习生需要你的加入！,https://mp.weixin.qq.com/s/0kwM730Et-SvwQJF0e4lKw
我只想做一个普通的女同性恋 （2）| 圆人故事,2019-10-31 20:30,Sayoko,,,从没试过，如此渴望能够沐浴在阳光之下,https://mp.weixin.qq.com/s/_3iACI-iF3TMKZ_va2ABsA
我只想做一个普通的女同性恋 （1）| 圆人故事,2019-10-30 21:00,Sayoko,,,从没试过，如此渴望能够沐浴在阳光之下,https://mp.weixin.qq.com/s/EWDM72R21QYMKROMFVLG3g
正念团体招募 | 剥离过去的忧伤和未来的焦虑，还原真实的当下,2019-10-30 21:00,北京同志中心,原创,,正念团体招募,https://mp.weixin.qq.com/s/yFXtJH-cALgcbYFPxXWWBQ
科普 | 从《姿态》看voguing简史（上）,2019-10-29 21:29,北京同志中心,原创,,The category is Live! Work! Pose!,https://mp.weixin.qq.com/s/1FNQhGYg35bxIyGERIGYug
活动 | Glee LGBT+故事线精讲课程 - 第四期,2019-10-29 21:29,北京同志中心,原创,,校园青春歌舞剧+超有趣英语课等你来参加！,https://mp.weixin.qq.com/s/NgqBOv6apTIfiCBewt0rew
全球同志性与生活幸福大调查,2019-10-29 21:29,GS乐点,,,参与此次问卷调查，对自己的幸福更加明了于心,https://mp.weixin.qq.com/s/OWNBrth5O4bfjS61jTqlrQ
项目运营实习生招募,2019-10-27 20:30,北京同志中心,原创,,北同项目运营实习生需要你来担任！,https://mp.weixin.qq.com/s/Oqmvu0P_N5ber4LYU7rFwQ
桌游 | 天黑请闭眼,2019-10-26 20:30,北京同志中心,,,天黑请闭眼，狼人请睁眼~,https://mp.weixin.qq.com/s/RLR8bS5z6vbaA5TbfSnAPA
我想用男性的身体来爱你,2019-10-25 20:30,GS乐点,,,如果整个环境不改变，你一个人过的再好也会被身边的环境所影响。,https://mp.weixin.qq.com/s/d3zrCmTLlIL9MLiWnPFowQ
周四招待 / Thurs Pride: 跳舞文化的彩虹小史 EP3,2019-10-23 20:49,ZhaoDai,,,"Thursday Pride with Slowcook, OOPS2 and Darcy.",https://mp.weixin.qq.com/s/Kcuq4QozuLd_BbG_SfFsWA
活动 | “你是绝美的，不过未释放”,2019-10-23 20:49,北京同志中心,原创,,"Oh, my baby~ Let's Daaaaaance!",https://mp.weixin.qq.com/s/lF70rt3tMw9-DkUhs5xK1w
跨性别职场分享会开始报名啦！,2019-10-23 20:49,跨之声团队,,,本次活动将提供现场直播，欢迎各位朋友报名或收看。,https://mp.weixin.qq.com/s/kvHc3Dy_5hewcw0U_Q5Hig
福利 | 瑜伽：做一个柔软的小可爱,2019-10-23 20:49,北京同志中心,原创,,宝贝，贴的秋膘该减减了,https://mp.weixin.qq.com/s/MWjP4-5Tzi9JCWAQVtHi6Q
周四招待 / Thurs Pride: 跳舞文化的彩虹小史 EP3,2019-10-22 21:08,ZhaoDai,,,"Thursday Pride with Slowcook, OOPS2 and Darcy.",https://mp.weixin.qq.com/s/24EdO8vQux7Y2luRA-iB_w
第一届“和谐杯”北京同志中心辩论赛活动通知,2019-10-22 21:08,北京同志中心,原创,,北京同志中心举办的第一届“和谐杯”辩论赛，将于10月拉开帷幕！,https://mp.weixin.qq.com/s/nejAFRusEhfjtsJ2-9aDDg
活动 | “青春仿佛因我爱你开始”,2019-10-22 21:08,北京同志中心,原创,,校园青春歌舞剧+超有趣英语课等你来参加！,https://mp.weixin.qq.com/s/vQySURN9yJHN9PDXkWdARg
前男友是“杀人犯”,2019-09-14 20:30,GS乐点,,,我的艾滋病，是前男友传染给我的。我在心里称他为“杀人犯”。,https://mp.weixin.qq.com/s/UYP-D-OYnBcLhzUnUq089w
8月Newsletter | 北同8月都做了什么,2019-09-14 20:30,北京同志中心,原创,,陪伴亦力量~,https://mp.weixin.qq.com/s/OOoHuISQcFRHduKurozOrA
9月18日支持小组招募：父母无法理解我的选择，我该怎么办？,2019-09-13 20:25,北京同志中心,原创,,一起聊聊跟父母相爱相杀的那些事儿,https://mp.weixin.qq.com/s/DP_eYjLDgDwUy_u1mHpRpw
LGBT美剧课第三季进行中,2019-09-13 20:25,北京同志中心,原创,,适合社群的美剧英语课来了,https://mp.weixin.qq.com/s/H3DgCB3o3s84pgqCuvm2ng
桌游 |《全球惊悚》，北同教你如何同克苏鲁做朋友！,2019-09-13 20:25,北京同志中心,原创,,一起来玩克苏鲁神话体系桌游~,https://mp.weixin.qq.com/s/JtnOW-CFEjR4Da-0PWZsQA
活动丨系列瑜伽体验：做一个有“韧性”的性少数,2019-09-12 20:27,北京同志中心,,,The category is Live! Work! Relax!,https://mp.weixin.qq.com/s/9sPpQ4ALBwtkx7udq2v3WQ
周日丨跨儿空间：泛性恋x跨性别趣味交友活动,2019-09-12 20:27,北京同志中心,,,来！,https://mp.weixin.qq.com/s/llB3sApH5jv7HWKYsdSLpQ
实习生招募丨跟志愿者们一起工作,2019-09-12 20:27,北京同志中心,,,北同招募实习生啦！,https://mp.weixin.qq.com/s/UgJICWJsYYXsrMyfRfpVDw
征片开启！2019#骄傲做自己#网络微视频大赛，因你而更加多元！,2019-09-11 21:35,同志亦凡人,,,三分钟你能拍些什么？最新开设Vlog挑战单元，快点来参赛吧！,https://mp.weixin.qq.com/s/AeBLnUHotlboKioW5TLWpA
翻译组招募丨你的翻译将架起彩虹,2019-09-10 22:05,北京同志中心,原创,,欢迎加入翻译组,https://mp.weixin.qq.com/s/AKneDclWs7_6-Mx6plc3nA
活动 | 探店：中秋来一场专属于LGBT+的团圆饭,2019-09-10 22:05,北京同志中心,原创,,中秋出来嗨！,https://mp.weixin.qq.com/s/coV0BhlYyN_5jbWp0WX4nw
翻译组招募丨你的翻译将架起彩虹,2019-09-06 21:45,北京同志中心,原创,,欢迎加入翻译组,https://mp.weixin.qq.com/s/qcBmzb-2B9-MP_eKShQgiA
明早九点|用你的行动支持跨性别,2019-09-06 21:45,北京同志中心,原创,,3分钟读完最强指南,https://mp.weixin.qq.com/s/3Sb1WszahzTrbnVRKloZOg
翻译组招募丨你的翻译将架起彩虹,2019-09-05 18:23,北京同志中心,,,欢迎加入翻译组！,https://mp.weixin.qq.com/s/DrdmAW9LTYlJclfMIlwQdw
支持互助小组招募：如何开始和维系一段同性恋情,2019-09-05 18:23,北京同志中心,,,9月11日，来北同一起聊一聊怎样才能开始和维系一场长久的同性恋情。,https://mp.weixin.qq.com/s/7l0AaxwQmXWQUn9EHPVCBg
72小时跨儿空间丨一起来嗨吗！,2019-09-05 18:23,北京同志中心,,,来吗？,https://mp.weixin.qq.com/s/lmJe8DYpcPEXHPQqtI6qwA
第一时间说爱你丨送给我的跨性别女儿,2019-09-05 18:23,北京同志中心,原创,,一位跨性别女孩母亲的心路历程,https://mp.weixin.qq.com/s/9mL2ogupk19V8LeYmDBkew
Stand with trans | First-ever public campaign for trans in China,2019-09-04 20:36,北京同志中心,原创,,Let's support transgender in China!,https://mp.weixin.qq.com/s/v9L9S2Ced500URs67LgWqA
压力大，风险高，但我依旧坚持|跨性别激素治疗医生专访,2019-09-04 20:36,北京同志中心,原创,,​我们希望，你，和我们，能为所有跨性别朋友创造一个有希望的未来。,https://mp.weixin.qq.com/s/KPU1jpk_yHF_hwGJOBRnbA
性别焦虑、偏见、被霸凌……跨性别者心里的痛 | 跨性别友善心理咨询师专访,2019-09-03 22:13,北京同志中心,原创,,让跨性别者不再抑郁,https://mp.weixin.qq.com/s/UQDib-2JzTvvGSCfQcFl_Q
对同伴（同事/同学）出柜，你怎么看？| 9月05日出柜小组招募,2019-09-02 20:30,北京同志中心,原创,,当我们迷茫之时，该如何自处。,https://mp.weixin.qq.com/s/ogbH51i0bTsVk72h-8stUw
09-07 夏夜狂欢即将来袭！Pride Summer Party,2019-09-01 22:30,上海骄傲节,,,不参加上海骄傲节的夏日告别趴你的夏天怎么能算是完美？,https://mp.weixin.qq.com/s/_4pwBGwYy7-I0-BjZ1YE-g
9.7基友团|白洋淀泛舟赏荷，一起浪漫邂逅,2019-08-31 21:03,NearColor,,,相约温度刚好的九月，给行将逝去的夏天留下最后的回忆~,https://mp.weixin.qq.com/s/gZ6-wR_d5Jrv5jWn2cJTUw
活动 | 这部金球奖美剧，展现了校园LGBT+花样少男少女们的生活,2019-08-31 21:03,北京同志中心,原创,,“LGBT+美剧精讲课”第三季，Uncle Gary带你进入校园青春~,https://mp.weixin.qq.com/s/Q-fanKAPUsYj3wQlPYZFzA
曾为60岁跨性别者做手术、遭遇家长威胁 | 跨性别手术医生那些不为人知的事,2019-08-31 21:03,我是马富贵,原创,,关于跨性别群体，你知道的和你需要知道的~,https://mp.weixin.qq.com/s/j89w2KfiFA_lRUjPAMl6iw
中国跨性别社群需要你！,2019-08-30 20:30,北京同志中心,,,腾讯99公益日跨性别项目筹款大使招募,https://mp.weixin.qq.com/s/KaAUUv8ANEN-Bi0lGKZ4Ig
志愿者 Newsletter | 7-8月志愿者干了啥？,2019-08-30 20:30,北京同志中心,,,感谢所有志愿者的支持,https://mp.weixin.qq.com/s/0tNJqEgvb6e1aiZky2e_Vw
心理咨询报名入口,2019-08-29 21:35,北京同志中心,原创,,让我们帮助你：更懂你自己，更爱你自己，成为你自己,https://mp.weixin.qq.com/s/yf_ThR6W_OqDzc3n2Ur5Hw
跨性别主题画集：撑起手中的那把伞,2019-08-28 20:30,TSECC,,,本期的画集，以跨性别生活现状为素材，引申创作的艺术表达作品。,https://mp.weixin.qq.com/s/Zafnwzz29RL7scVMwV0IKA
8.31跨儿空间：兄弟姐妹茶话会,2019-08-28 20:30,北京同志中心,,,快到茶碗里来~,https://mp.weixin.qq.com/s/crjdSJUrQNBX4BC4UaOKhQ
9月4日支持互助小组招募：关于形婚这件事儿,2019-08-27 20:42,北京同志中心,原创,,形婚这条路，并不一定比出柜好走,https://mp.weixin.qq.com/s/kzZAInBGYCudjhEEaCEoJQ
基基歪歪×英语角 | 线上交友的陷阱与社交技巧,2019-08-26 20:30,北京同志中心,原创,,Like me in your app.,https://mp.weixin.qq.com/s/hxolhx_6JZezrtIfcs9nbQ
少年与爱永不老去|亲密关系小组回顾,2019-08-02 20:00,北京同志中心,,,少年与爱永不老去，即便披荆斩棘，丢失鲜衣怒马。,https://mp.weixin.qq.com/s/t6T_XDOUH5DPhrZPXl-lLw
运营助理实习生招募,2019-08-01 20:10,北京同志中心,原创,,中心招募实习生啦！,https://mp.weixin.qq.com/s/KdKY8ROcCRh_JeHQZ9lOYw
跨性别部门7月活动回顾！,2019-07-31 20:30,北京同志中心,,,感谢医生和律师们的支持,https://mp.weixin.qq.com/s/cAffLEObpmcXQK88FewV6w
8月3日|周六 · 跨儿空间: 让我们组个闺蜜局！,2019-07-31 20:30,北京同志中心,,,我们开趴体啦！,https://mp.weixin.qq.com/s/R-uqm8j2YiXMdf6Jp4xI_Q
我和16个男女谈了一个夏天的恋爱，但没有爱上一个,2019-07-29 20:30,开眼Eyepetizer,,,爱与性算什么，最稀罕的，是了解。,https://mp.weixin.qq.com/s/9ZIePuFRlQBt1J3vSr-2Tg
真香！兰波与魏尔伦，才华才是终极荷尔蒙,2019-07-28 20:16,--,,,音乐剧《兰波》（中文版）抢票！,https://mp.weixin.qq.com/s/8ExqT_EpUdKv2Rq33nt8pA
青岛营救 | 他们阻止了一个同性恋少年的自杀,2019-07-27 20:58,GS乐点,,,我真的受够了。,https://mp.weixin.qq.com/s/Y0m1k8o5aqaXyZiKxCrh1A
陈咏开：我是双性恋,2019-07-27 20:58,GS乐点,,,陈咏开觉得这一切再也自然不过，虽然双性恋的苦恼还是让他偶尔难以为怀。,https://mp.weixin.qq.com/s/NLO3AMK0C4NiepD1wdIvHA
NEWSLETTER|北同六月都做了啥？,2019-07-26 20:00,北京同志中心,原创,,陪伴亦力量,https://mp.weixin.qq.com/s/y046OXEk-zxEsB5BwpMk9Q
跨性别改学历！我们一起在行动！,2019-07-26 20:00,北京同志中心,原创,,ta们不是一个人在战斗,https://mp.weixin.qq.com/s/XZZe0QqHUe5YCnST_kB5Rg
重磅推出：跨性别医疗知识讲座,2019-07-26 20:00,北京同志中心,原创,,潘柏林医生和刘烨医生来做讲座啦！！,https://mp.weixin.qq.com/s/C66rwGdwJOoSbdt4xvhQuQ
重磅推出：跨性别医疗知识讲座,2019-07-25 20:30,北京同志中心,原创,,潘柏林医生和刘烨医生来做讲座啦！！,https://mp.weixin.qq.com/s/Kw-g58AC7VZWLXqWLh8crA
我是一个喜欢跟同性上床的异性恋吗？丨你好，独角兽邮局05,2019-07-25 20:30,北京同志中心,原创,,原来性是这样。,https://mp.weixin.qq.com/s/_q1BdYe84359Cp6WK45jyg
最后一天|第五届GS学院“报道与非虚构写作班”征集学员,2019-07-24 20:15,GS乐点,,,我们需要真正为这个群体写作的人,https://mp.weixin.qq.com/s/zpw2zUg1eQM4qAe-UMdmcA
周四招待 / Thurs Pride: 跳舞文化的彩虹小史 EP 2,2019-07-24 20:15,Zhao Dai,,,EQUALISER×招待所×北京同志中心,https://mp.weixin.qq.com/s/b7P0OSwTJunTf7KAW54Pnw
7.30活动 | 正念帮你应对压力和焦虑,2019-07-23 20:30,北京同志中心,,,​正念，让你每一秒活在当下,https://mp.weixin.qq.com/s/dLRzrlOmmCPI8T26rU9NcQ
活动预告｜跨性别美妆讲座,2019-07-21 19:57,跨之声团队,,,学会化妆，打造一个更美丽的自己,https://mp.weixin.qq.com/s/GkWo_5O5irGiziyZYVza8w
意定监护公证，搭建LGBT群体爱的桥梁,2019-07-21 19:57,南京公证处,,,给LGBT群体的“家”增添一份保障,https://mp.weixin.qq.com/s/MiV17mpsDOJkXjfm0riUtQ
五星推荐马修·伯恩“全男版”《天鹅湖》：堪称完美的叙事技巧,2019-07-19 20:30,北京天桥艺术中心,,,伯恩的男性天鹅已经成为了新的标志,https://mp.weixin.qq.com/s/n7ITMxFHUe7ZcaaszfoEzw
征集支持（更新中）｜关于明确阻碍无障碍设施使用行为的法律责任的倡议,2019-07-19 20:30,病痛挑战基金会,,,我们向全社会发出以上倡议，并征集机构、个人签名，有意向的伙伴可长按下方二维码或点击“阅读原文”支持本倡议，共同为构建人人可便利出行的无障碍环境而努力！,https://mp.weixin.qq.com/s/4ZiwZSjN_8Pc5Fa0Smbsfw
发声组志愿者招募,2019-07-19 20:30,北京同志中心,,,欢迎加入发声小组！,https://mp.weixin.qq.com/s/gXlhr9FTaEWnSFcR36mGUg
这是一本属于我们的跨儿杂志,2019-07-17 20:38,TSECC,,,这是一个属于我们的文化空间,https://mp.weixin.qq.com/s/U3bm10OeBw6qjL9Wn5rO6A
7月20日|周六 · 跨儿空间: 核桃的私影像展,2019-07-17 20:38,--,,,一个跨性别者一年以来的个人真实生活体验,https://mp.weixin.qq.com/s/oMD_reiHSNqzoDLa_UfVNg
重磅！京津冀跨性别家长专属微信群正式上线！,2019-07-17 20:38,北京同志中心,,,为跨性别家庭建立起子女与家长之间的纽带！,https://mp.weixin.qq.com/s/CtXcyrz1CdDOzqw2v9Idxg
北京 | 7.27《再见南屏晚钟》放映,2019-07-16 20:40,亲友会北京分会,,,大陆第一部同妻电影,https://mp.weixin.qq.com/s/lGbp5J2BqIoK6rNtDouRrw
设计组志愿者招募,2019-07-16 20:40,北京同志中心,原创,,欢迎加入设计组！,https://mp.weixin.qq.com/s/QLuK1033KuvvizIyw_MIIQ
1000名同志和父母在海上的5天4夜,2019-07-15 20:33,GS乐点,,,我想和我最亲的人一起拥抱彩虹。,https://mp.weixin.qq.com/s/rYUrvEurfPpbUueLSecDcw
实习生招募 | LGBT企业多元需要你,2019-07-15 20:33,北京同志中心,原创,,加入我们，创造多元！,https://mp.weixin.qq.com/s/RGVIOy0YdLFapMc24kWQew
Unicorn放映 | 第一届女性意识独立影展“听听她们的故事”,2019-07-14 20:30,小丸子 东南尔,,,通过北同购票的粉丝有额外派对可以参加,https://mp.weixin.qq.com/s/eSKE7GzaE0vhNL_C4G_U1g
采访特辑 | 同志伴侣在一起能长久吗？,2019-07-14 20:30,北京同志中心,,,大家银色情人节快乐哦,https://mp.weixin.qq.com/s/tp-rCYlqEzwrYk__wJ-7Bw
一分钟教你加入心理援助行动！,2019-07-13 20:00,北京同志中心,原创,,你的支持，让我们骄傲地生活！,https://mp.weixin.qq.com/s/9XB7KK0cjHLekzVOtKyj_Q
最后一天|实习生招募：当你是少数要勇敢,2019-07-12 20:01,北京同志中心,原创,,我们需要你！,https://mp.weixin.qq.com/s/WnfjZYCdB119EjI3267DnA
性别重置手术前需要哪些准备？|老潘来了01,2019-07-12 20:01,北京同志中心,原创,,激动，老潘真的来了！,https://mp.weixin.qq.com/s/038DjHLv6PU4JC9G1Gf5JA
